Stock No,v_name,price,chassis,Model,Make,Boby type,Transmission,Model Year,Mileage,Location,Drive,Engine Size,Steering,Color,Fuel,Seats,Doors,Dimension,Weight, Scrap Date,Source,Link
A0308192,MercedesBenz C Class 2008,$4600,204052-2A128374,C CLASS,MERCEDES BENZ,Hatchback ,Automatic,2008,51978km,Transit,two wheel drive,2500,Right Hand, ,petrol,5,5,4.63×1.77×1.43 m,NA,2023-10-20 15:09:31,ufsauto,https://ufsauto.com/a0308192-mercedes-enz-c-class-2008.html
B0308079,Honda Fit 2009,$1700,GE6-1169268,FIT,Honda,Hatchback ,Automatic,2009,32257km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308079-honda-fit-2009.html
B0308071,Honda Fit 2009,$1500,GE6-1153073,FIT,Honda,Hatchback ,Automatic,2009,202370km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308071-honda-fit-2009.html
B0308072,Mazda Demio 2010,$1800,DE3FS-313257,DEMIO,Mazda,Hatchback ,Automatic,2010,43256km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308072-mazda-demio-2010.html
B0308078,Mazda Demio 2008,$1600,GE6-1060175,DEMIO,Mazda,Hatchback ,Automatic,2008,104675km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308078-mazda-demio-2008.html
B0308082,Honda Fit 2009,$1700,GE6-1201696,FIT,Honda,Hatchback ,Automatic,2009,80054km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308082-honda-fit-2009.html
B0308075,Honda Fit 2008,$1700,GE6-1111315,FIT,Honda,Hatchback ,Automatic,2008,175576km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308075-honda-fit-2008.html
B0308077,Honda Fit 2008,$1800,DE3FS-116790,FIT,Honda,Hatchback ,Automatic,2008,217670km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308077-honda-fit-2008.html
B0308080,Honda Fit 2008,$1700,GE6-1037432,FIT,Honda,Hatchback ,Automatic,2008,41820km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.52 m,,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308080-honda-fit-2008.html
B0308068,Honda Fit 2010,$1800,GE6-1417724,FIT,Honda,Hatchback ,Automatic,2010,108141km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308068-honda-fit-2010.html
B0308069,Honda Fit 2003,$1700,GD1-1529647,FIT,Honda,Hatchback ,Automatic,2003,118930km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.83×1.67×1.52 m,NA,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308069-honda-fit-2003.html
A0308291,Toyota Alphard 2006,$3400,ANH10-0127843,ALPHARD,Toyota,Van ,Automatic,2006,161309km,Japan,two wheel drive,2400,Right Hand, ,petrol,5,5,4.82×1.82×1.93 m,NA,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/a0308291-toyota-alphard-2006.html
A0308301,Mazda Demio 2010,$1700,DE3FS-284137,DEMIO,Mazda,Hatchback ,Automatic,2010,128283km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/a0308301-mazda-demio-2010.html
B0308081,Honda Fit 2002,$1700,GD1-1265185,FIT,Honda,Hatchback ,Automatic,2002,99733km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.83×1.67×1.52 m,,2023-10-20 15:09:32,ufsauto,https://ufsauto.com/b0308081-honda-fit-2002.html
A0308292,Toyota Wish 2006,$2600,ZNE10-0332611,WISH,Toyota,Hatchback ,Automatic,2006,109715km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308292-toyota-wish-2006.html
A0308299,Mazda Demio 2008,$1800,DE3FS-133818,DEMIO,Mazda,Hatchback ,Automatic,2008,139450km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308299-mazda-demio-2008.html
A0308309,Toyota Ist 2004,$2700,NCP60-0176488,IST,Toyota,Hatchback ,Automatic,2004,107932km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.85×1.69×1.53 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308309-toyota-ist-2004.html
A0308306,Volkswagen Polo 2010,$2800,6RCBZ-AU061371,POLO,Volkswagen,Hatchback ,Automatic,2010,205215km,Transit,two wheel drive,1200,Right Hand, ,petrol,5,5,3.99mx1.68mx1.47m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308306-volkswagen-polo-2010.html
A0308303,Honda Fit 2006,$1700,GD1-2356101,FIT,Honda,Hatchback ,Automatic,2006,176698km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.84×1.67×1.52 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308303-honda-fit-2006.html
A0308300,Toyota Ractis 2006,$2300,NCP100-0039874,RACTIS,Toyota,Hatchback ,Automatic,2006,137791km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95mx1.69mx1.64m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308300-toyota-ractis-2006.html
A0308298,Toyota Regius Ace 2000,$4100,RCH41-0046118,REGIUS ACE,Toyota,Van ,Automatic,2000,127323km,Transit,two wheel drive,2700,Right Hand, ,petrol,5,5,4.75×1.69×1.96 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308298-toyota-regius-ace-2000.html
A0308307,Toyota Probox V 2007,$2700,NCP51-0177292,PROBOX V,Toyota,Hatchback ,Automatic,2007,217392km,Transit,two wheel drive,1500,Right Hand, ,petrol,7,5,4.19×1.69×1.52 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308307-toyota-probox-v-2007.html
A0308310,Nissan X-Trail 2007,$2500,NT30-304827,X-TRAIL,Nissan,Suv ,Automatic,2007,168825km,Transit,two wheel drive,2000,Right Hand, ,petrol,5,5,4.45×1.76×1.75 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308310-nissan-x-trail-2007.html
A0308302,Honda Fit 2010,$2000,GE6-1408810,FIT,Honda,Hatchback ,Automatic,2010,207690km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308302-honda-fit-2010.html
A0308308,Toyota Wish 2005,$2700,ZNE10-0230704,WISH,Toyota,Hatchback ,Automatic,2005,134145km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308308-toyota-wish-2005.html
A0308297,Toyota Alphard 2006,$3400,ANH10-0159663,ALPHARD,Toyota,Van ,Automatic,2006,219954km,Transit,two wheel drive,2400,Right Hand, ,petrol,5,5,4.82×1.82×1.93 m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308297-toyota-alphard-2006.html
A0308312,Mazda Demio 2009,$1800,DE3FS-260743,DEMIO,Mazda,Hatchback ,Automatic,2009,41112km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:33,ufsauto,https://ufsauto.com/a0308312-mazda-demio-2009.html
A0308283,Mazda Cx-5 2012,$5000,KE2AW-100943,CX-5,Mazda,Suv ,Automatic,2012,176598km,Transit,two wheel drive,2200,Right Hand, ,petrol,5,5,4.54×1.84×1.70 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308283-mazda-cx-5-2012.html
A0308282,Toyota Sienta 2005,$1900,NCP81-0094326,SIENTA,Toyota,Mini Van ,Automatic,2005,76839km,Japan,two wheel drive,1500,Right Hand, ,petrol,7,5,4.10mx1.69mx1.67m ,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308282-toyota-sienta-2005.html
A0308289,Mazda Verisa 2007,$1800,DC5W-315366,VERISA,Mazda,Hatchback ,Automatic,2007,95369km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.97×1.69×1.53 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308289-mazda-verisa-2007.html
A0308287,Toyota Allex 2003,$3200,NZE121-0236573,ALLEX,Toyota,Hatchback ,Automatic,2003,218173km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,4.17×1.69×1.47 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308287-toyota-allex-2003.html
A0308285,Toyota Regius Ace 2005,$5000,KDH205-0011102,REGIUS ACE,Toyota,Van ,Automatic,2005,399967km,Transit,two wheel drive,2500,Right Hand, ,petrol,5,5,4.69×1.69×1.98 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308285-toyota-regius-ace-2005.html
A0308290,Mazda Verisa 2006,$1800,DC5W-211608,VERISA,Mazda,Hatchback ,Automatic,2006,110564km,Japan,two wheel drive,1500,Right Hand, ,petrol,5,5,3.97×1.69×1.53 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308290-mazda-verisa-2006.html
A0308284,Volkswagen Golf 2010,$2600,WVWZZZ1KZAW426277,GOLF,Volkswagen,Hatchback ,Automatic,2010,111677km,Transit,two wheel drive,1400,Right Hand, ,petrol,5,5,4.21mx1.78mx1.50m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308284-volkswagen-golf-2010.html
A0308278,Toyota Wish 2004,$2700,ZNE10-0178484,WISH,Toyota,Hatchback ,Automatic,2004,86940km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308278-toyota-wish-2004.html
A0308280,Toyota Probox 2006,$2700,NCP50-0057340,PROBOX,Toyota,Hatchback ,Automatic,2006,314350km,Transit,two wheel drive,1300,Right Hand, ,petrol,7,5,4.19×1.69×1.52 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308280-toyota-probox-2006.html
A0308277,Toyota Alphard 2006,$3300,ANH10-0154598,ALPHARD,Toyota,Van ,Automatic,2006,140457km,Transit,two wheel drive,2400,Right Hand, ,petrol,5,5,4.82×1.82×1.93 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308277-toyota-alphard-2006.html
A0308279,Toyota Raum 2003,$2300,NCZ20-0003978,RAUM,Toyota,Hatchback ,Automatic,2003,162217km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,4.04mx1.69mx1.53m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308279-toyota-raum-2003.html
A0308276,Toyota Vitz 2007,$2000,SCP90-2014353,VITZ,Toyota,Hatchback ,Automatic,2007,156567km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.78×1.69×1.52 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308276-toyota-vitz-2007.html
A0308275,Toyota Raum 2006,$2300,NCZ20-0098012,RAUM,Toyota,Hatchback ,Automatic,2006,163393km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,4.04mx1.69mx1.53m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308275-toyota-raum-2006.html
A0308193,Audi Q5 2010,$6500,8RCDNF-AA060542,Q5,Audi,Suv ,Automatic,2010,99903km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.63×1.90×1.66 m,NA,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308193-audi-q5-2010.html
A0308213,Bmw Mini Cooper 2005,$1700,RA16-WMWRC32090TJ26219,MINI COOPER,BMW,Hatchback ,Automatic,2005,115401km,Transit,two wheel drive,1600,Right Hand, ,petrol,4,5,3.63×1.69×1.42 m,,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308213-bmw-mini-cooper-2005.html
A0308204,Toyota Runx 2003,$3500,NZE121-0234597,RUNX,Toyota,Hatchback ,Automatic,2003,171475km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,4.17×1.69×1.47 m,,2023-10-20 15:09:34,ufsauto,https://ufsauto.com/a0308204-toyota-runx-2003.html
A0308197,Toyota Crown 2004,$2700,GRS182-0012546,CROWN,Toyota,Sedan ,Automatic,2004,251265km,Transit,two wheel drive,3000,Right Hand, ,petrol,5,5,4.84×1.78×1.47 m,NA,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308197-toyota-crown-2004.html
A0308202,Toyota Wish 2006,$2600,ZNE10-0338025,WISH,Toyota,Hatchback ,Automatic,2006,203517km,Transit,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308202-toyota-wish-2006.html
A0308211,Toyota Crown 2004,$2700,GRS182-5024997,CROWN,Toyota,Sedan ,Automatic,2004,183391km,Transit,two wheel drive,3000,Right Hand, ,petrol,5,5,4.84×1.78×1.47 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308211-toyota-crown-2004.html
A0308208,Mazda Demio 2012,$2200,DEJFS-143312,DEMIO,Mazda,Hatchback ,Automatic,2012,68782km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.90×1.69×1.47 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308208-mazda-demio-2012.html
A0308212,Honda Fit 2003,$1700,GD1-1564887,FIT,Honda,Hatchback ,Automatic,2003,181601km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.84×1.67×1.52 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308212-honda-fit-2003.html
A0308217,Toyota Wish 2007,$2600,ZNE10-0389477,WISH,Toyota,Hatchback ,Automatic,2007,109040km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308217-toyota-wish-2007.html
A0308198,Volkswagen Golf 2013,$5200,1KCCZ-057410,GOLF,Volkswagen,Hatchback ,Automatic,2013,143049km,Japan,two wheel drive,2000,Right Hand, ,petrol,5,5,4.21×1.79×1.46 m,NA,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308198-volkswagen-golf-2013.html
A0308216,Toyota Probox V 2006,$2800,NCP51-0132296,PROBOX V,Toyota,Hatchback ,Automatic,2006,205370km,Transit,two wheel drive,1500,Right Hand, ,petrol,7,5,4.19×1.69×1.52 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308216-toyota-probox-v-2006.html
A0308205,Toyota Wish 2010,$2900,ZGE20-0086279,WISH,Toyota,Hatchback ,Automatic,2010,96839km,Transit,two wheel drive,1800,Right Hand, ,petrol,5,5,4.59×1.69×1.59 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308205-toyota-wish-2010.html
A0308215,Toyota Probox V 2005,$2700,NCP51-0087476,PROBOX V,Toyota,Hatchback ,Automatic,2005,208143km,Transit,two wheel drive,1500,Right Hand, ,petrol,7,5,4.19×1.69×1.52 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308215-toyota-probox-v-2005.html
A0308200,Toyota Blade 2007,$2500,AZE156-1011445,BLADE,Toyota,Hatchback ,Automatic,2007,53096km,Transit,two wheel drive,2400,Right Hand, ,petrol,5,5,4.26×1.76×1.52 m,,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308200-toyota-blade-2007.html
A0308319,Honda Fit 2008,$1700,GE6-1147121,FIT,Honda,Hatchback ,Automatic,2008,117779km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:35,ufsauto,https://ufsauto.com/a0308319-honda-fit-2008.html
A0308314,Toyota Ist 2004,$2800,NCP60-0188368,IST,Toyota,Hatchback ,Automatic,2004,86001km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.85×1.69×1.53 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0308314-toyota-ist-2004.html
A0308214,Toyota Probox V 2014,$0,NCP51-0333242,PROBOX V,Toyota,Hatchback ,Automatic,2014,166463km,Transit,two wheel drive,1500,Right Hand, ,petrol,7,5,4.19×1.69×1.52 m,,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0308214-toyota-probox-v-2014.html
A0309006,Toyota Regius Ace 2015,$0,KDH206-8089100,REGIUS ACE,Toyota,Van ,Automatic,2015,169620km,Japan,two wheel drive,3000,Right Hand, ,petrol,5,5,4.69×1.69×1.98 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0309006-toyota-regius-ace-2015.html
A0308315,Mazda Demio 2008,$1800,DE3FS-167665,DEMIO,Mazda,Hatchback ,Automatic,2008,101061km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0308315-mazda-demio-2008.html
A0308318,Toyota Toyoace 1998,$5200,LY111-0006983,TOYOACE,Toyota,Truck ,Automatic,1998,179644km,Japan,two wheel drive,2800,Right Hand, ,petrol,5,5,4.69×1.69×1.94 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0308318-toyota-toyoace-1998.html
A0309003,Volkswagen Polo 2010,$2900,6RCBZ-063506,POLO,Volkswagen,Hatchback ,Automatic,2010,93048km,Transit,two wheel drive,1200,Right Hand, ,petrol,5,5,3.99mx1.68mx1.47m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0309003-volkswagen-polo-2010.html
A0309004,Toyota Corolla 2001,$3000,NZE121-0099459,COROLLA,Toyota,Sedan ,Automatic,2001,52956km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,3.74×1.67×1.52 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0309004-toyota-corolla-2001.html
A0309008,Toyota Ist 2005,$2700,NCP60-0175883,IST,Toyota,Hatchback ,Automatic,2005,126958km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.85×1.69×1.53 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0309008-toyota-ist-2005.html
A0308320,Mazda Demio 2010,$1800,DE3FS-311899,DEMIO,Mazda,Hatchback ,Automatic,2010,181273km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0308320-mazda-demio-2010.html
A0309009,Honda Fit 2002,$1800,GD1-1241480,FIT,Honda,Hatchback ,Automatic,2002,216130km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.84×1.67×1.52 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0309009-honda-fit-2002.html
A0308313,Toyota Wish 2004,$2700,ZNE10-0193264,WISH,Toyota,Hatchback ,Automatic,2004,171889km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0308313-toyota-wish-2004.html
A0309002,Toyota Wish 2006,$2600,ZNE10-0327263,WISH,Toyota,Hatchback ,Automatic,2006,94271km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0309002-toyota-wish-2006.html
A0309007,Toyota Vitz 2008,$2000,SCP90-2062870,VITZ,Toyota,Hatchback ,Automatic,2008,87047km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.78×1.69×1.52 m,NA,2023-10-20 15:09:36,ufsauto,https://ufsauto.com/a0309007-toyota-vitz-2008.html
A0309001,Toyota Allex 2001,$3100,NZE121-0072283,ALLEX,Toyota,Hatchback ,Automatic,2001,181535km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,4.17×1.69×1.47 m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309001-toyota-allex-2001.html
A0309016,Mazda Demio 2008,$1800,DE3FS-168905,DEMIO,Mazda,Hatchback ,Automatic,2008,76700km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309016-mazda-demio-2008.html
A0309005,Volkswagen Golf 2009,$2700,1KCAV-503657,GOLF,Volkswagen,Hatchback ,Automatic,2009,152202km,Transit,two wheel drive,1400,Right Hand, ,petrol,5,5,4.21mx1.78mx1.50m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309005-volkswagen-golf-2009.html
A0309012,Toyota Wish 2007,$2600,ZNE10-0385554,WISH,Toyota,Hatchback ,Automatic,2007,182317km,Japan,two wheel drive,1800,Right Hand, ,petrol,5,5,4.55×1.69×1.59 m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309012-toyota-wish-2007.html
B0309007,Mazda Demio 2009,$1800,DE3FS-188638,DEMIO,Mazda,Hatchback ,Automatic,2009,138586km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/b0309007-mazda-demio-2009.html
B0309004,Mazda Demio 2008,$1800,DE3FS-168924,DEMIO,Mazda,Hatchback ,Automatic,2008,162492km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/b0309004-mazda-demio-2008.html
B0309006,Mazda Demio 2009,$1800,DE3FS-178457,DEMIO,Mazda,Hatchback ,Automatic,2009,99604km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/b0309006-mazda-demio-2009.html
B0309005,Mazda Demio 2010,$1800,DE3FS-312470,DEMIO,Mazda,Hatchback ,Automatic,2010,150125km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/b0309005-mazda-demio-2010.html
A0309011,Honda Fit 2008,$1800,GE6-1151593,FIT,Honda,Hatchback ,Automatic,2008,132695km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309011-honda-fit-2008.html
A0309017,Honda Fit 2010,$1700,GE6-1427160,FIT,Honda,Hatchback ,Automatic,2010,71216km,Japan,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309017-honda-fit-2010.html
B0309001,Mazda Demio 2008,$1800,DE3FS-148166,DEMIO,Mazda,Hatchback ,Automatic,2008,172690km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/b0309001-mazda-demio-2008.html
A0309015,Toyota Allex 2005,$3500,NZE121-0382608,ALLEX,Toyota,Hatchback ,Automatic,2005,106332km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,4.17×1.69×1.47 m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309015-toyota-allex-2005.html
B0309002,Mazda Demio 2010,$1900,DE3FS-312114,DEMIO,Mazda,Hatchback ,Automatic,2010,79377km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/b0309002-mazda-demio-2010.html
A0309014,Bmw 325 I Msports 2009,$2900,VB25-0NL74649,325 I MSPORTS,BMW,Sedan ,Automatic,2009,121482km,Transit,two wheel drive,2500,Right Hand, ,petrol,5,5,4.52×1.81×1.44 m,NA,2023-10-20 15:09:37,ufsauto,https://ufsauto.com/a0309014-bmw-325-i-msports-2009.html
B0309003,Honda Fit 2007,$1700,GD1-2374427,FIT,Honda,Hatchback ,Automatic,2007,66251km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.84×1.67×1.52 m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0309003-honda-fit-2007.html
B0308126,Mazda Demio 2010,$1700,DE3FS-303381,DEMIO,Mazda,Hatchback ,Automatic,2010,55517km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0308126-mazda-demio-2010.html
B0309019,Honda Fit 2010,$1700,GE6-1426540,FIT,Honda,Hatchback ,Automatic,2010,107016km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0309019-honda-fit-2010.html
B0309017,Honda Fit 2010,$1800,GE6-1426054,FIT,Honda,Hatchback ,Automatic,2010,63957km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0309017-honda-fit-2010.html
A0309010,Toyota Ractis 2006,$2200,NCP100-0060656,RACTIS,Toyota,Hatchback ,Automatic,2006,166023km,Transit,two wheel drive,1500,Right Hand, ,petrol,5,5,3.95mx1.69mx1.64m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/a0309010-toyota-ractis-2006.html
B0309016,Honda Fit 2008,$1800,GE6-1121070,FIT,Honda,Hatchback ,Automatic,2008,60482km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0309016-honda-fit-2008.html
B0309012,Honda Fit 2009,$1700,GE6-1217618,FIT,Honda,Hatchback ,Automatic,2009,58000km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.92mx1.69mx1.52m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0309012-honda-fit-2009.html
B0309015,Mazda Demio 2008,$1800,DE3FS-160651,DEMIO,Mazda,Hatchback ,Automatic,2008,25287km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0309015-mazda-demio-2008.html
B0309010,Mazda Demio 2010,$1800,DE3FS-316894,DEMIO,Mazda,Hatchback ,Automatic,2010,76631km,Transit,two wheel drive,1300,Right Hand, ,petrol,5,5,3.88mx1.69mx1.47m,NA,2023-10-20 15:09:38,ufsauto,https://ufsauto.com/b0309010-mazda-demio-2010.html
